Track name,Artist name,Album,Playlist name,Type,ISRC
Come And Get It,John Newman,Come And Get It,Pop,Playlist,GBUM71502450
Too Young,Phoenix,United,Pop,Playlist,FRS639900096
Adore,Jasmine Thompson,Adore,Pop,Playlist,USAT21501390
C O O L - Radio Edit,Le Youth,C O O L,Pop,Playlist,GBARL1300152
Wannabe,Spice Girls,Spice,Pop,Playlist,GBAAA9600008
Drive,Oh Wonder,Drive,Pop,Playlist,GB9L31400023
Believe,Justin Bieber,Believe (Deluxe Edition),Pop,Playlist,USUM71205368
Sugar (feat. Francesco Yates),Robin Schulz,Sugar (feat. Francesco Yates),Pop,Playlist,DEA621501057
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Reality (feat. Janieck Devy),Pop,Playlist,NLF711502765
Me & The Rhythm,Selena Gomez,Me & The Rhythm,Pop,Playlist,USUM71513591
Cake By The Ocean,DNCE,Cake By The Ocean,Pop,Playlist,USUM71514637
Deixa ele sofrer - Acústico,Anitta,Deixa Ele Sofrer (Acústico),Pop,Playlist,BRWMB1500120
Hands To Myself,Selena Gomez,Revival (Deluxe),Pop,Playlist,USUM71513592
Kill Em With Kindness,Selena Gomez,Revival (Deluxe),Pop,Playlist,USUM71513588
Perfect,One Direction,Perfect,Pop,Playlist,GBHMU1500104
Let the Music Play (feat. Michelle Visage),RuPaul,Born Naked,Pop,Playlist,QMDA71418690
Can I Get an Amen (feat. Martha Wash) - Revolucian Remix,RuPaul,Born Naked (Deluxe),Pop,Playlist,QMFMF1405433
Stitches,Shawn Mendes,Handwritten,Pop,Playlist,USUM71500658
Bang,Anitta,Bang,Pop,Playlist,BRWMB1500180
Can't Sleep Love,Pentatonix,Can't Sleep Love,Pop,Playlist,USRC11502178
I Feel Good,Thomas Rhett,Tangled Up,Pop,Playlist,USLXJ1507279
Sorry,Justin Bieber,Sorry,Pop,Playlist,USUM71516760
Falling in Love Again (feat. Erik Hassle) - Radio Edit,Vario Volinski,Falling in Love Again (feat. Erik Hassle) [Radio Edit],Pop,Playlist,ES5021500494
Hair,Little Mix,Hair,Pop,Playlist,GBHMU1500074
Love Me Like You,Little Mix,Love Me Like You,Pop,Playlist,GBHMU1500047
Survivors,Selena Gomez,Revival (Deluxe),Pop,Playlist,USUM71513593
G.U.Y.,Lady Gaga,ARTPOP,Pop,Playlist,USUM71310772
He About To Lose Me,Britney Spears,Femme Fatale (Deluxe Version),Pop,Playlist,USJI11100105
You're the Best,Wet,You're the Best,Pop,Playlist,USSM11503551
Worry,Jack Garratt,Remnants,Pop,Playlist,QMFMG1471602
Don't Worry (with Ray Dalton) - Radio Edit,Madcon,Don't Worry (feat. Ray Dalton),Pop,Playlist,NO5281501010
Fade Out Lines - The Avener Rework,The Avener,The Wanderings Of The Avener,Pop,Playlist,FRV601400149
Been You,Justin Bieber,Purpose (Deluxe),Pop,Playlist,USUM71516768
History,One Direction,History,Pop,Playlist,GBHMU1500114
What a Feeling,One Direction,Made In The A.M. (Deluxe Edition),Pop,Playlist,GBHMU1500111
Olivia,One Direction,Made In The A.M. (Deluxe Edition),Pop,Playlist,GBHMU1500110
Love Yourself,Justin Bieber,Purpose (Deluxe),Pop,Playlist,USUM71516761
Company,Justin Bieber,Purpose (Deluxe),Pop,Playlist,USUM71516762
Lay It All On Me (feat. Ed Sheeran),Rudimental,We The Generation (Deluxe Edition),Pop,Playlist,GBAHS1400395
Paradise,Girls' Generation,Lion Heart - The 5th Album,Pop,Playlist,KRA301500430
Last Christmas,Carly Rae Jepsen,Last Christmas,Pop,Playlist,USUM71517466
Elevate,Gorgon City,Sirens,Pop,Playlist,GBUM71404070
If It's Lovin' That You Want,Rihanna,Music Of The Sun,Pop,Playlist,USUM70501130
Beautiful Girls,Sean Kingston,Beautiful Girls,Pop,Playlist,USSM10701781
Stevie Knows,Olly Murs,Never Been Better (Special Edition),Pop,Playlist,GBARL1501270
Drop In the Ocean (feat. AronChupa),OMI,Me 4 U,Pop,Playlist,USUS11500069
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',Pop,Playlist,USSM11506387
White Tiger - Single Version,Izzy Bizu,White Tiger,Pop,Playlist,GBARL1501358
Boys Like You,Who Is Fancy,Boys Like You,Pop,Playlist,USUM71518060
Kiss Me,Olly Murs,Kiss Me,Pop,Playlist,GBARL1501272
Zero,Chris Brown,Zero,Pop,Playlist,USRC11502231
Kamikaze,MØ,Kamikaze,Pop,Playlist,GBARL1501371
Fight Song,Rachel Platten,Fight Song,Pop,Playlist,USSM11500753
El Perdón - Forgiveness,Nicky Jam,El Perdón (Forgiveness),Pop,Playlist,USSD11500186
Feelings,Maroon 5,V (Deluxe),Pop,Playlist,USUM71410363
Cool for the Summer - Plastic Plates Remix,Demi Lovato,Cool for the Summer: The Remixes,Pop,Playlist,USHR11536667
I Know What You Did Last Summer,Shawn Mendes,Handwritten (Revisited),Pop,Playlist,USUM71516597
Stay in Love (feat. Sam Sparro) - Radio Edit,Plastic Plates,Stay in Love (feat. Sam Sparro) [Radio Edit],Pop,Playlist,TCABU1428380
Taylor Swift 1989 Medley,Gardiner Sisters,Taylor Swift 1989 Medley,Pop,Playlist,USE830967394
for him.,Troye Sivan,Blue Neighbourhood (Deluxe),Pop,Playlist,AUUM71501375
We Own The Night - Featuring Pixie Lott,Selena Gomez & The Scene,When The Sun Goes Down,Pop,Playlist,USHR11132669
Ain't Nobody (Loves Me Better),Felix Jaehn,Felix Jaehn,Pop,Playlist,DEUM71500425
Magnets,Disclosure,Caracal (Deluxe),Pop,Playlist,GBUM71503568
Talking Body,Tove Lo,Queen Of The Clouds (Blueprint Edition),Pop,Playlist,SEUM71401533
Habits (Stay High),Tove Lo,Queen Of The Clouds (Blueprint Edition),Pop,Playlist,SE3NM1300101
Habits (Stay High) - Oliver Nelson Remix,Tove Lo,Habits (Stay High) [Oliver Nelson Remix],Pop,Playlist,SEUM71400750
Are You With Me - Radio Edit,Lost Frequencies,Are You With Me,Pop,Playlist,NLF711404885
Don't Be so Hard on Yourself,Jess Glynne,Don't Be so Hard on Yourself,Pop,Playlist,GBAHS1500227
Fast Car,Tobtok,Fast Car,Pop,Playlist,UK8E21501001
The Trouble with Us,Marcus Marr,The Trouble with Us,Pop,Playlist,USCJ81501360
Some Type of Love,Charlie Puth,Nine Track Mind,Pop,Playlist,USAT21501194
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,Pop,Playlist,USAT21502909
Show You,Shawn Mendes,Shawn Mendes,Pop,Playlist,USUM71409722
Something In The Way You Move,Ellie Goulding,Something In The Way You Move,Pop,Playlist,GBUM71505461
Cheap Thrills,Sia,This Is Acting,Pop,Playlist,USRC11502935
Ginza - Anitta Remix,J Balvin,Ginza (Anitta Remix),Pop,Playlist,MXUM71600001
Totalmente demais (feat. Renegado),Anitta,Totalmente Demais (feat. Flávio Renegado),Pop,Playlist,BRWMB1500340
Work,Rihanna,ANTI (Deluxe),Pop,Playlist,QM5FT1600116
Colors,Halsey,BADLANDS (Deluxe),Pop,Playlist,USUM71507629
Piece by Piece,Kelly Clarkson,Piece By Piece (Deluxe Version),Pop,Playlist,GBCTA1500005
Lost,Frank Ocean,channel ORANGE (Explicit Version),Pop,Playlist,USUM71207186
Goodbye,Who Is Fancy,Goodbye,Pop,Playlist,USUM71501433
Sweet Little Something,Forever in Your Mind,Sweet Little Something,Pop,Playlist,TCACE1529767
Eyes Wide Open,Sabrina Carpenter,Eyes Wide Open,Pop,Playlist,USHR11435914
Safe And Sound,Capital Cities,Safe And Sound,Pop,Playlist,USCA21203108
Strip,Jessie J,Sweet Talker (Deluxe Version),Pop,Playlist,USUM71412835
NO,Meghan Trainor,NO,Pop,Playlist,USSM11600935
Dangerous Woman,Ariana Grande,Dangerous Woman,Pop,Playlist,USUM71601826
Be Alright,Ariana Grande,Be Alright,Pop,Playlist,USUM71601797
Crazy in Love,Nikki Ocean,Vintage Chic 100 - Part Three,Pop,Playlist,ARF411600125
Thinking About It (Let It Go) - KVR Remix,Nathan Goshen,Thinking About It (Let It Go) [KVR Remix],Pop,Playlist,DK4YA1601901
Honeybee (Premiere Fois),LarryKoek,Honeybee (Premiere Fois),Pop,Playlist,NLE801500251
Catch & Release (Deepend Remix Extended Version),Matt Simons,Catch & Release (Deepend Remix),Pop,Playlist,NLE3T1400014
Métele - Cesare Remix,Buscabulla,Ipanema Beach House Remixes,Pop,Playlist,FRU701500002
Latch - The Voice Brasil,Leandro Bueno Alves,Coleção The Voice Brasil 2014 - Leandro Buenno,Pop,Playlist,BRUM71401384
Help Our Souls (Urban Contact Radio Edit),NIHILS,Help Our Souls (Urban Contact Radio Edit),Pop,Playlist,NLD141500001
Boombox,Laura Marano,Boombox,Pop,Playlist,USCJY1635000
Close,Nick Jonas,Close,Pop,Playlist,USUM71602394
This Is What You Came For,Calvin Harris,This Is What You Came For,Pop,Playlist,GBARL1600460
Hold My Hand,Jess Glynne,Hold My Hand,Pop,Playlist,GBAHS1500049
Blow,Beyoncé,BEYONCÉ [Platinum Edition],Pop,Playlist,USSM11307801
Into You,Ariana Grande,Into You,Pop,Playlist,USUM71601827
Sometimes,Ariana Grande,Dangerous Woman,Pop,Playlist,USUM71602111
6:00 am,J Balvin,La Familia,Pop,Playlist,MXUM71300426
Single Ladies,Mr Little Jeans,Rescue Song,Pop,Playlist,AUBM01100189
Amei Te Ver,TIAGO IORC,Troco Likes,Pop,Playlist,BRRGE1501670
Toothbrush,DNCE,SWAAY,Pop,Playlist,USUM71516725
Greedy,Ariana Grande,Dangerous Woman,Pop,Playlist,USUM71602108
Elastic Heart - Live from The Village,Sia,Spotify Sessions,Pop,Playlist,USRC11600684
On My Mind,Ellie Goulding,Delirium (Deluxe),Pop,Playlist,GBUM71505456
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7/27 (Deluxe),Pop,Playlist,USSM11600251
Treat You Better,Shawn Mendes,Treat You Better,Pop,Playlist,USUM71604711
Kiss It Better,Rihanna,ANTI,Pop,Playlist,QM5FT1600115
Time To Love - Original Mix,Goldcash,Time To Love,Pop,Playlist,CA5KR1512314
One Dance,Drake,One Dance,Pop,Playlist,USCM51600028
Too Good,Drake,Views,Pop,Playlist,USCM51600088
Sexual,NEIKED,Sexual,Pop,Playlist,GBKPL1667537
Give U Up,CALVIN,Give U Up,Pop,Playlist,DK4YA1606101
Whenever,Hotlane,Whenever,Pop,Playlist,DEBY40601328
You Don't Know Me,Ofenbach,You Don't Know Me (feat. Brodie Barclay),Pop,Playlist,FR9W11515900
Wonderlove,LarryKoek,Wonderlove,Pop,Playlist,NLE801500713
Heatwave (feat. Akon),Robin Schulz,Sugar,Pop,Playlist,DEA621501129
Ritmo perfeito,Anitta,Ritmo Perfeito,Pop,Playlist,BRWMB1400202
Essa mina é louca (Participação especial de Jhama),Anitta,Bang,Pop,Playlist,BRWMB1500172
Sim ou não (Participação especial de Maluma),Anitta,Sim ou não (Participação especial de Maluma),Pop,Playlist,BRWMB1600438
Borro Cassette,Maluma,"Pretty Boy, Dirty Boy",Pop,Playlist,USSD11500124
Send My Love (To Your New Lover),Adele,25,Pop,Playlist,GBBKS1500215
Make Me... (feat. G-Eazy) (feat. G-Eazy),Britney Spears,Make Me... (feat. G-Eazy) (feat. G-Eazy),Pop,Playlist,USRC11601072
Cold Water (feat. Justin Bieber & MØ),Major Lazer,Cold Water (feat. Justin Bieber & MØ),Pop,Playlist,QMUY41600027
Sola,Becky G,Sola,Pop,Playlist,USRC11601237
Sofia,Alvaro Soler,Sofia,Pop,Playlist,DEUM71601055
Sorte,TIAGO IORC,Sorte,Pop,Playlist,BRRGE1404429
Olé,John Newman,Olé,Pop,Playlist,GBUM71603490
Taste The Feeling (Avicii Vs. Conrad Sewell),Avicii,Taste The Feeling (Avicii Vs. Conrad Sewell),Pop,Playlist,CHB701600047
Closer,The Chainsmokers,Closer,Pop,Playlist,USQX91601347
Please Tell Rosie,Alle Farben,Music Is My Best Friend,Pop,Playlist,DEE861600180
All I Wanna Do,Martin Jensen,All I Wanna Do,Pop,Playlist,DK4YA1604801
Rolling in the Deep,Adele,21,Pop,Playlist,GBBKS1000335
My Same,Adele,19,Pop,Playlist,GBBKS0700386
Night Like This (feat. Kendall Schmidt),Hilary Duff,Breathe In. Breathe Out. (Deluxe Version),Pop,Playlist,USRC11501093
Cool Girl,Tove Lo,Cool Girl,Pop,Playlist,SEUM71601198
Nervous - The Ooh Song: Mark McCabe Remix,Gavin James,Nervous (The Ooh Song: Mark McCabe Remix),Pop,Playlist,GB45A1600398
Living (feat. Alex Clare),Bakermat,Living (feat. Alex Clare),Pop,Playlist,NLE801600355
Shut Up and Dance - Live Acoustic - 2015,WALK THE MOON,Acoustic Café,Pop,Playlist,USRC11501303
Run - Lost Frequencies Radio Edit,Emma Bale,Run (Lost Frequencies Radio Edit),Pop,Playlist,BEC431500026
Paris - Lost Frequencies Remix,Antoine Malye,Paris (Lost Frequencies Remix),Pop,Playlist,NLF711404410
Juicy Fruit,Doctor Dru & Adana Twins,Black Jukebox 01,Pop,Playlist,DEGL61100043
Love Ballad,Tove Lo,Queen Of The Clouds (Blueprint Edition),Pop,Playlist,SEUM71400062
Nobody But Me,Michael Bublé,Nobody But Me,Pop,Playlist,USRE11600450
Blow Your Mind (Mwah),Dua Lipa,Blow Your Mind (Mwah),Pop,Playlist,GBAHT1600302
Rise Up,Thomas Jack,Rise Up,Pop,Playlist,GBAYE1601065
Treat You Better - Ashworth Remix,Shawn Mendes,Treat You Better (Ashworth Remix),Pop,Playlist,USUM71607653
Side To Side,Ariana Grande,Dangerous Woman,Pop,Playlist,USUM71602107
Quer um Beijo Meu?,Ivo Mozart,29,Pop,Playlist,BRDEP1500280
The Thaw,Woodes,The Thaw,Pop,Playlist,AUTSA1600002
Controlla,Sofia Karlberg,Controlla,Pop,Playlist,SEWDL6141812
Great Escape,TINI,TINI (Martina Stoessel) [Deluxe Edition],Pop,Playlist,USHR11637116
The Greatest,Sia,The Greatest,Pop,Playlist,USRC11601332
Better (feat. Yo Gotti),Meghan Trainor,Thank You (Deluxe),Pop,Playlist,USSM11601178
Heaven's Got No Place - Pascal & Pearce Remix,Chambers,Heaven's Got No Place,Pop,Playlist,ZAA011500697
Think,Kiso,Think,Pop,Playlist,TCACQ1649676
Anymore - Lost Frequencies Remix,Alphabet,Anymore (Lost Frequencies Remix),Pop,Playlist,NLF711500456
The Dock of the Bay,Mandelbarth,The Dock of the Bay,Pop,Playlist,FR59R1652570
Your Skin,MÖWE,Your Skin,Pop,Playlist,NLF711604785
Dancin' In Circles,Lady Gaga,Joanne (Deluxe),Pop,Playlist,USUM71609733
Don't Wanna Know,Maroon 5,Don't Wanna Know,Pop,Playlist,USUM71609975
Would I Lie to You - Radio Edit,David Guetta,Would I Lie to You,Pop,Playlist,GB28K1600079
Kiss the Sky,Jason Derulo,Kiss the Sky,Pop,Playlist,USWB11601261
Capsize,FRENSHIP,Capsize,Pop,Playlist,USSM11605173
Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,Pop,Playlist,USSM11602625
Shout Out to My Ex,Little Mix,Shout Out to My Ex,Pop,Playlist,GBHMU1600060
All We Know,The Chainsmokers,All We Know,Pop,Playlist,USQX91602153
Fresh Eyes,Andy Grammer,Fresh Eyes,Pop,Playlist,QMRSZ1600579
Miss You,James Hersey,Miss You,Pop,Playlist,USYAH1600134
Boy,Little Mix,Salute (The Deluxe Edition),Pop,Playlist,GBHMU1300296
Hear Me Now,Alok,Hear Me Now,Pop,Playlist,NLZ541600800
Life Goes On,Fergie,Life Goes On,Pop,Playlist,USUM71614681
Work (Remix),Shaun Reynolds,Work (Remix),Pop,Playlist,USE831537793
24K Magic,Bruno Mars,24K Magic,Pop,Playlist,USAT21602944
Oops (feat. Charlie Puth),Little Mix,Glory Days (Deluxe),Pop,Playlist,GBHMU1600076
Anywhere (feat. Will Heard),Dillon Francis,Anywhere (feat. Will Heard),Pop,Playlist,USSM11607313
My Way,Calvin Harris,My Way,Pop,Playlist,GBARL1601358
Rockin’,The Weeknd,Starboy,Pop,Playlist,USUG11600999
A Lonely Night,The Weeknd,Starboy,Pop,Playlist,USUG11601006
Best Day of My Life,Luan Santana,Best Day of My Life - Single,Pop,Playlist,BRRGE1606562
I Feel It Coming,The Weeknd,Starboy,Pop,Playlist,USUG11601012
Slumber Party (feat. Tinashe),Britney Spears,Glory (Deluxe Version),Pop,Playlist,USRC11602664
Water Under the Bridge,Adele,25,Pop,Playlist,GBBKS1500219
Trust Nobody,Cashmere Cat,Trust Nobody,Pop,Playlist,USUM71609159
Body Moves,DNCE,Body Moves,Pop,Playlist,USUM71609357
I Would Like,Zara Larsson,I Would Like,Pop,Playlist,USSM11609249
Truthfully,DNCE,DNCE,Pop,Playlist,USUM71609361
Doctor You,DNCE,DNCE,Pop,Playlist,USUM71609379
Chunky,Bruno Mars,24K Magic,Pop,Playlist,USAT21602946
"Sit Still, Look Pretty",Daya,Daya,Pop,Playlist,QM3EH1500005
Thank You (feat. R. City),Meghan Trainor,Thank You (Deluxe),Pop,Playlist,USSM11601189
Make It Right,FDVM,Make It Right,Pop,Playlist,DK4YA1628001
Take Me Home - Wankelmut Remix,Saint James,Take Me Home (Wankelmut Remix),Pop,Playlist,SEBGA1602910
Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,Nervous (The Ooh Song) [Mark McCabe Remix],Pop,Playlist,GB45A1600398
What Is Love 2016,Lost Frequencies,Less is More,Pop,Playlist,BEK011600187
Hometown Girl,ZHU,GENERATIONWHY,Pop,Playlist,USSM11603151
Young Like Us,Frans,Young Like Us,Pop,Playlist,SEXPJ1601401
Swear Like a Sailor,Tep No,Swear Like a Sailor,Pop,Playlist,QM2PV1525029
Tell Me (feat. Damon Scott),Chris Malinchak,Tell Me (feat. Damon Scott),Pop,Playlist,GBARL1600536
Don't You Know - Radio Edit,Kungs,Layers,Pop,Playlist,FR9W11610792
I Was Wrong - Robin Schulz Remix,A R I Z O N A,I Was Wrong (Robin Schulz Remix),Pop,Playlist,USAT21601377
Catch & Release - Deepend Remix,Matt Simons,Catch & Release (Deepend Remix),Pop,Playlist,NLE3T1400013
Shape of You,Ed Sheeran,Shape of You,Pop,Playlist,GBAHS1600463
So Good,Zara Larsson,So Good,Pop,Playlist,USSM11700075
Paris,The Chainsmokers,Paris,Pop,Playlist,USQX91603031
Chained To The Rhythm,Katy Perry,Chained To The Rhythm,Pop,Playlist,USUM71700560
Call on Me - Ryan Riback Remix,Starley,Call On Me (Remixes),Pop,Playlist,AUCN31209086
No Lie,Sean Paul,No Lie,Pop,Playlist,GBUM71604557
Versace on the Floor,Bruno Mars,24K Magic,Pop,Playlist,USAT21602949
Somebody Else,VÉRITÉ,Somebody Else,Pop,Playlist,GBWWP1602277
Just Hold On,Steve Aoki,Just Hold On,Pop,Playlist,USUS11600503
Lady Wood,Tove Lo,Lady Wood,Pop,Playlist,SEUM71601636
Real Love,Florrie,Real Love,Pop,Playlist,GBARL1501105
Coming Over (feat. James Hersey),Dillon Francis,This Mixtape is Fire.,Pop,Playlist,USSM11505217
Dynamite (feat. Pretty Sister),Nause,Dynamite (feat. Pretty Sister),Pop,Playlist,SE5HU1600101
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",Pop,Playlist,USWD11676311
Take It to the Beat,Sons Of Maria,Take It to the Beat,Pop,Playlist,CH3131613297
Feels Like Summer - Radio Mix,Sons Of Maria,Feels Like Summer,Pop,Playlist,CH3131613014
Breathe into Me,Angelika Vee,Breathe into Me,Pop,Playlist,CH3131713374
Tale of Rise and Fall (feat. Parula),Y.V.E. 48,Tale of Rise and Fall,Pop,Playlist,DEAX11700002
Bibia Be Ye Ye,Ed Sheeran,÷ (Deluxe),Pop,Playlist,GBAHS1700044
Still Feel Like Your Man,John Mayer,The Search for Everything - Wave Two,Pop,Playlist,USSM11701556
New Man,Ed Sheeran,÷ (Deluxe),Pop,Playlist,GBAHS1700030
What Do I Know?,Ed Sheeran,÷ (Deluxe),Pop,Playlist,GBAHS1700036
Come,Jain,Zanaka,Pop,Playlist,FR9W11502680
Thinking 'Bout You,Dua Lipa,Thinking 'Bout You,Pop,Playlist,GBAHT1600304
By Your Side,Jonas Blue,By Your Side,Pop,Playlist,GBUM71605281
Freedom,Kungs,Layers,Pop,Playlist,FR9W11618087
Brightest Light (feat. Josh Wantie) - Radio Edit,FDVM,Brightest Light (feat. Josh Wantie) [Radio Edit],Pop,Playlist,FR9W11513047
That's What I Like,Bruno Mars,24K Magic,Pop,Playlist,USAT21602948
Shape of You - Acoustic,Ed Sheeran,Shape of You (Acoustic),Pop,Playlist,GBAHS1700200
Vício,Manu Gavassi,Vício,Pop,Playlist,BRXWV1500007
Let Me Love You,DJ Snake,Encore,Pop,Playlist,QMZSY1600015
The Cure,Lady Gaga,The Cure,Pop,Playlist,USUM71703782
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,Pop,Playlist,USUM71702833
Malibu,Miley Cyrus,Malibu,Pop,Playlist,USRC11700814
Crying in the Club,Camila Cabello,Crying in the Club,Pop,Playlist,USSM11704592
Lights On,Shawn Mendes,Illuminate (Deluxe),Pop,Playlist,USUM71606063
Touch,Little Mix,Glory Days (Deluxe),Pop,Playlist,GBHMU1600074
Attention,Charlie Puth,Attention,Pop,Playlist,USAT21700928
No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),Pop,Playlist,QMCE31700953
Firecracker,Iggy,LNZHD,Pop,Playlist,DEE861600255
Wave,Brazilian Jazz Cuts,Keep Calm and Ultra Lounge,Pop,Playlist,ARF410700016
Runaways,Sam Feldt,Runaways,Pop,Playlist,NLZ541600550
Common Emotion (feat. MNEK),Rudimental,We the Generation,Pop,Playlist,GBAHS1500254
Shake It Off,Taylor Swift,1989 (Deluxe),Pop,Playlist,USCJY1431349
22,Taylor Swift,Red (Deluxe Version),Pop,Playlist,USUG12103666 
We Are Never Ever Getting Back Together,Taylor Swift,Red (Deluxe Version),Pop,Playlist,USUG12103668 
Sober,Lorde,Sober,Pop,Playlist,NZUM71700065
Style,Taylor Swift,1989 (Deluxe Edition),Pop,Playlist,USCJY1431319
Blank Space,Taylor Swift,1989 (Deluxe Edition),Pop,Playlist,USCJY1431309
There for You,Martin Garrix,There for You,Pop,Playlist,NLM5S1600060
Go,Burak Yeter,Go,Pop,Playlist,NLZ541600868
Remember I Told You,Nick Jonas,Remember I Told You,Pop,Playlist,USUM71705045
Touch,Nick Jonas,Last Year Was Complicated,Pop,Playlist,USUM71602408
Witness,Katy Perry,Witness,Pop,Playlist,USUM71605083
Bad Liar,Selena Gomez,Bad Liar,Pop,Playlist,USUM71704121
Sun Goes Down,Bruno Martini,Sun Goes Down,Pop,Playlist,BRUM71704079
Wild Child (feat. Jake Torrey),Lupe Fiasco,Wild Child (feat. Jake Torrey),Pop,Playlist,US5KD1600014
Get Low (with Liam Payne),Zedd,Get Low (with Liam Payne),Pop,Playlist,USUM71705522
Sorry Not Sorry,Demi Lovato,Sorry Not Sorry,Pop,Playlist,USUM71707196
Despacito - Remix,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),Pop,Playlist,USUM71703825
Me Enamoré,Shakira,El Dorado,Pop,Playlist,USSD11700088
Otra vez (feat. J Balvin),Zion & Lennox,Otra Vez (feat. J Balvin),Pop,Playlist,USWL11600423
No Fear,DeJ Loaf,No Fear,Pop,Playlist,USSM11702275
Back To You,Goldroom,West Of The West,Pop,Playlist,USUM71605565
Why Do I Do (La Felix Remix) [feat. Jason Gaffner],Sam Padrul,Why Do I Do (The Remixes),Pop,Playlist,TCACI1557705
Fever,Lenno,Fever,Pop,Playlist,FIUM71500484
Act of God - Robotaki Remix,Tyler Touché,Act of God (Robotaki Remix),Pop,Playlist,GBLFP1533238
